nivel,codigo_ibge,name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MU,4126504,  Sertanópolis,1798.0,1860.0,2040.0,2400.0,2580.0,1740.0,2940.0,3478.0,2580.0,3014.0,2280.0,3441.0,2781.0,3600.0
MU,4126603,  Siqueira Campos,2500.0,1900.0,2700.0,2700.0,3300.0,2975.0,3100.0,3471.0,2871.0,3223.0,1983.0,3000.0,2800.0,3200.0
MU,4126652,  Sulina,2446.0,1580.0,2339.0,3016.0,2977.0,2473.0,2995.0,3500.0,1900.0,3100.0,2364.0,3222.0,3469.0,4091.0
MU,4126678,  Tamarana,2626.0,2400.0,2260.0,2498.0,3000.0,2280.0,3120.0,3424.0,2719.0,3400.0,2400.0,3173.0,3180.0,3900.0
MU,4126702,  Tamboara,2100.0,2100.0,2300.0,2480.0,2600.0,1900.0,3000.0,3100.0,2552.0,2479.0,2451.0,2800.0,2800.0,3000.0
MU,4127007,  Teixeira Soares,2761.0,2270.0,2800.0,2950.0,2801.0,2632.0,3065.0,3268.0,3078.0,3057.0,3229.0,3424.0,3268.0,3800.0
MU,4127106,  Telêmaco Borba,2800.0,2232.0,2400.0,3000.0,2700.0,2731.0,3000.0,3200.0,3000.0,3300.0,2600.0,3400.0,3200.0,3800.0
MU,4127205,  Terra Boa,2700.0,2000.0,2000.0,2700.0,2355.0,2000.0,3000.0,3200.0,2430.0,3200.0,2600.0,3200.0,2430.0,3500.0
MU,4127403,  Terra Roxa,1500.0,2752.0,1953.0,3058.0,2943.0,1841.0,3084.0,3192.0,1202.0,3257.0,2984.0,3177.0,3476.0,3500.0
MU,4127502,  Tibagi,3100.0,2250.0,2488.0,3246.0,3050.0,2752.0,3147.0,3496.0,3297.0,3682.0,3000.0,3727.0,3418.0,4100.0
MU,4127601,  Tijucas do Sul,2600.0,2646.0,3050.0,3000.0,2925.0,3050.0,2975.0,3200.0,3124.0,3192.0,2950.0,3347.0,3350.0,4478.0
MU,4127700,  Toledo,2398.0,2720.0,2221.0,3117.0,3164.0,2263.0,3404.0,3350.0,1361.0,3583.0,3475.0,3549.0,3308.0,4100.0
MU,4127809,  Tomazina,2789.0,2200.0,2700.0,3100.0,3100.0,2900.0,3100.0,3460.0,3181.0,3223.0,2479.0,3467.0,3600.0,3600.0
MU,4127858,  Três Barras do Paraná,2850.0,2700.0,2064.0,3153.0,3134.0,3250.0,3190.0,3792.0,1692.0,3830.0,3716.0,3728.0,4023.0,3600.0
MU,4127908,  Tuneiras do Oeste,2200.0,2000.0,1700.0,2970.0,2400.0,1900.0,3100.0,3100.0,2300.0,3500.0,3196.0,2999.0,2697.0,3500.0
MU,4127957,  Tupãssi,2400.0,2700.0,1693.0,2972.0,3300.0,2097.0,3670.0,3337.0,2178.0,3595.0,3701.0,3929.0,3451.0,4200.0
MU,4127965,  Turvo,2550.0,2150.0,2650.0,2431.0,2250.0,2650.0,2550.0,3200.0,2750.0,3300.0,2770.0,2798.0,3197.0,3690.0
MU,4128005,  Ubiratã,2799.0,2727.0,2603.0,2875.0,3150.0,2763.0,3530.0,3371.0,2596.0,3429.0,3343.0,3258.0,3332.0,4090.0
MU,4128104,  Umuarama,1300.0,1800.0,1860.0,2500.0,2100.0,2000.0,2118.0,2654.0,1520.0,2500.0,2300.0,2350.0,2800.0,2830.0
MU,4128203,  União da Vitória,2650.0,2200.0,3000.0,3200.0,2680.0,2400.0,2580.0,3000.0,3200.0,3200.0,3200.0,2824.0,3000.0,3200.0
MU,4128302,  Uniflor,1935.0,1349.0,2279.0,2900.0,2359.0,2600.0,2700.0,3500.0,1950.0,3400.0,1900.0,3350.0,2800.0,3520.0
MU,4128401,  Uraí,2400.0,1900.0,2100.0,2800.0,2880.0,1982.0,3000.0,3480.0,2480.0,3359.0,1680.0,3000.0,2880.0,3480.0
MU,4128534,  Ventania,3000.0,2200.0,3100.0,3250.0,3050.0,3000.0,3100.0,3497.0,3298.0,3692.0,2803.0,3585.0,3570.0,3579.0
MU,4128559,  Vera Cruz do Oeste,2300.0,2628.0,2229.0,3000.0,3470.0,1999.0,3385.0,3498.0,1611.0,3743.0,3216.0,3394.0,3500.0,3750.0
MU,4128609,  Verê,2375.0,1540.0,2167.0,2248.0,2278.0,1892.0,2625.0,3166.0,1941.0,2714.0,2582.0,3111.0,2690.0,3720.0
MU,4128658,  Virmond,2400.0,1900.0,3100.0,3075.0,3113.0,2500.0,3200.0,3350.0,2236.0,2748.0,3048.0,3049.0,1360.0,3600.0
MU,4128708,  Vitorino,2477.0,1823.0,2948.0,2835.0,3052.0,3156.0,2971.0,3526.0,1854.0,3403.0,3309.0,3212.0,2836.0,3889.0
MU,4128500,  Wenceslau Braz,3000.0,2610.0,3235.0,3347.0,3471.0,3150.0,3300.0,3700.0,3368.0,3500.0,2231.0,3470.0,3400.0,3800.0
